project,layer,target,pvalue,classification_type,weighted,minmax,dge_filtering,accuracy,f1_score,recall,precision,auc,auc_ovo,auc_ovr,f1_score_micro,recall_micro,precision_micro,f1_score_weighted,recall_weighted,precision_weighted
TCGA-LUAD,mirna,primary_diagnosis,0.01,both,False,0.5-1,,0.1986301369863013,0.2032048131685813,0.3937068668046928,0.2845926249287594,,0.6459800940303658,0.614277018444184,0.1986301369863013,0.1986301369863013,0.1986301369863013,0.1924562356664798,0.1986301369863013,0.6468767457169667
TCGA-LUAD,mirna,primary_diagnosis,0.01,both,False,0.8-1,,0.1986301369863013,0.2032048131685813,0.3937068668046928,0.2845926249287594,,0.6459800940303658,0.614277018444184,0.1986301369863013,0.1986301369863013,0.1986301369863013,0.1924562356664798,0.1986301369863013,0.6468767457169667
TCGA-LUAD,mirna,primary_diagnosis,0.01,node,True,,,0.0890410958904109,0.0726115319865319,0.1322916666666666,0.0659359846088973,,0.5277389579020014,0.5302082713464719,0.0890410958904109,0.0890410958904109,0.0890410958904109,0.0782413172824131,0.0890410958904109,0.076984395172121
TCGA-LUAD,mirna,primary_diagnosis,0.01,node,True,0-1,,0.0616438356164383,0.0560428849902534,0.1114583333333333,0.0551876648407384,,0.5792794060559007,0.5423939675456836,0.0616438356164383,0.0616438356164383,0.0616438356164383,0.056697108066971,0.0616438356164383,0.0629915206896839
TCGA-LUAD,mirna,primary_diagnosis,0.01,node,True,0.3-1,,0.0684931506849315,0.0604093803246345,0.1166666666666666,0.0579641883405324,,0.5803045742753624,0.5417662805249863,0.0684931506849315,0.0684931506849315,0.0684931506849315,0.0623191850844509,0.0684931506849315,0.0665732526094877
TCGA-LUAD,mirna,primary_diagnosis,0.01,node,True,0.5-1,,0.0821917808219178,0.0689750810718552,0.1270833333333333,0.0641370278467052,,0.5810169729123533,0.5422089511305009,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0735836682588781,0.0821917808219178,0.0746909593573314
TCGA-LUAD,mirna,primary_diagnosis,0.01,node,True,0.8-1,,0.0890410958904109,0.0726115319865319,0.1322916666666666,0.0659359846088973,,0.5825250172532781,0.5442382519194577,0.0890410958904109,0.0890410958904109,0.0890410958904109,0.0782413172824131,0.0890410958904109,0.076984395172121
TCGA-LUAD,mirna,primary_diagnosis,0.01,node,False,,,0.0958904109589041,0.0769577269577269,0.1374999999999999,0.0692866161616161,,0.5807176285369219,0.5433741761086336,0.0958904109589041,0.0958904109589041,0.0958904109589041,0.083832198900692,0.0958904109589041,0.081342102532171
TCGA-LUAD,mirna,primary_diagnosis,0.01,node,False,0-1,,0.0958904109589041,0.0769577269577269,0.1374999999999999,0.0692866161616161,,0.5807176285369219,0.5433741761086336,0.0958904109589041,0.0958904109589041,0.0958904109589041,0.083832198900692,0.0958904109589041,0.081342102532171
TCGA-LUAD,mirna,primary_diagnosis,0.01,node,False,0.3-1,,0.0958904109589041,0.0769577269577269,0.1374999999999999,0.0692866161616161,,0.5807176285369219,0.5433741761086336,0.0958904109589041,0.0958904109589041,0.0958904109589041,0.083832198900692,0.0958904109589041,0.081342102532171
TCGA-LUAD,mirna,primary_diagnosis,0.01,node,False,0.5-1,,0.0958904109589041,0.0769577269577269,0.1374999999999999,0.0692866161616161,,0.5807176285369219,0.5433741761086336,0.0958904109589041,0.0958904109589041,0.0958904109589041,0.083832198900692,0.0958904109589041,0.081342102532171
TCGA-LUAD,mirna,primary_diagnosis,0.01,node,False,0.8-1,,0.0958904109589041,0.0769577269577269,0.1374999999999999,0.0692866161616161,,0.5807176285369219,0.5433741761086336,0.0958904109589041,0.0958904109589041,0.0958904109589041,0.083832198900692,0.0958904109589041,0.081342102532171
TCGA-LUAD,mirna,primary_diagnosis,0.001,edge,True,,,0.1164383561643835,0.133053691166645,0.3566015355417529,0.2414918554694223,,0.6432369306418219,0.6295912222881003,0.1164383561643835,0.1164383561643835,0.1164383561643835,0.1030476708267243,0.1164383561643835,0.5819616274436797
TCGA-LUAD,mirna,primary_diagnosis,0.001,edge,True,0-1,,0.1301369863013698,0.1392144596931831,0.38834972394755,0.289010989010989,,0.6495406314699792,0.6319838828349612,0.1301369863013698,0.1301369863013698,0.1301369863013698,0.121692473302791,0.1301369863013698,0.6629572482312207
TCGA-LUAD,mirna,primary_diagnosis,0.001,edge,True,0.3-1,,0.1232876712328767,0.1361544030067961,0.3865381297446514,0.2681737748149013,,0.6458640657349898,0.6301853003140616,0.1232876712328767,0.1232876712328767,0.1232876712328767,0.1089352478753682,0.1232876712328767,0.6258615655761903
TCGA-LUAD,mirna,primary_diagnosis,0.001,edge,True,0.5-1,,0.1301369863013698,0.1448073890120502,0.3917464630779848,0.2850471213757478,,0.646424797273982,0.6295169276518618,0.1301369863013698,0.1301369863013698,0.1301369863013698,0.1199203749710912,0.1301369863013698,0.6478218422667752
TCGA-LUAD,mirna,primary_diagnosis,0.001,edge,True,0.8-1,,0.1164383561643835,0.133053691166645,0.3566015355417529,0.2414918554694223,,0.6465875172532781,0.6292115393612949,0.1164383561643835,0.1164383561643835,0.1164383561643835,0.1030476708267243,0.1164383561643835,0.5819616274436797
TCGA-LUAD,mirna,primary_diagnosis,0.001,edge,False,,,0.1095890410958904,0.1289310025723069,0.3547899413388544,0.2323648713424382,,0.6469288086611457,0.6293922353115995,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.0902654770284311,0.1095890410958904,0.5502590834123686
TCGA-LUAD,mirna,primary_diagnosis,0.001,edge,False,0-1,,0.1095890410958904,0.1289310025723069,0.3547899413388544,0.2323648713424382,,0.6469288086611457,0.6293922353115995,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.0902654770284311,0.1095890410958904,0.5502590834123686
TCGA-LUAD,mirna,primary_diagnosis,0.001,edge,False,0.3-1,,0.1095890410958904,0.1289310025723069,0.3547899413388544,0.2323648713424382,,0.6469288086611457,0.6293922353115995,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.0902654770284311,0.1095890410958904,0.5502590834123686
TCGA-LUAD,mirna,primary_diagnosis,0.001,edge,False,0.5-1,,0.1095890410958904,0.1289310025723069,0.3547899413388544,0.2323648713424382,,0.6469288086611457,0.6293922353115995,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.0902654770284311,0.1095890410958904,0.5502590834123686
TCGA-LUAD,mirna,primary_diagnosis,0.001,edge,False,0.8-1,,0.1095890410958904,0.1289310025723069,0.3547899413388544,0.2323648713424382,,0.6469288086611457,0.6293922353115995,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.0902654770284311,0.1095890410958904,0.5502590834123686
TCGA-LUAD,mirna,primary_diagnosis,0.001,both,True,,,0.1164383561643835,0.133053691166645,0.3566015355417529,0.2414918554694223,,0.6494712948585232,0.6320805057870063,0.1164383561643835,0.1164383561643835,0.1164383561643835,0.1030476708267243,0.1164383561643835,0.5819616274436797
TCGA-LUAD,mirna,primary_diagnosis,0.001,both,True,0-1,,0.1301369863013698,0.1392144596931831,0.38834972394755,0.289010989010989,,0.6498285455486543,0.6344324816811409,0.1301369863013698,0.1301369863013698,0.1301369863013698,0.121692473302791,0.1301369863013698,0.6629572482312207
TCGA-LUAD,mirna,primary_diagnosis,0.001,both,True,0.3-1,,0.1232876712328767,0.1361544030067961,0.3865381297446514,0.2681737748149013,,0.6481119522084196,0.6338156819204531,0.1232876712328767,0.1232876712328767,0.1232876712328767,0.1089352478753682,0.1232876712328767,0.6258615655761903
TCGA-LUAD,mirna,primary_diagnosis,0.001,both,True,0.5-1,,0.1301369863013698,0.1448073890120502,0.3917464630779848,0.2850471213757478,,0.6479124611801244,0.6321056356446334,0.1301369863013698,0.1301369863013698,0.1301369863013698,0.1199203749710912,0.1301369863013698,0.6478218422667752
TCGA-LUAD,mirna,primary_diagnosis,0.001,both,True,0.8-1,,0.1164383561643835,0.133053691166645,0.3566015355417529,0.2414918554694223,,0.6494712948585232,0.6320805057870063,0.1164383561643835,0.1164383561643835,0.1164383561643835,0.1030476708267243,0.1164383561643835,0.5819616274436797
TCGA-LUAD,mirna,primary_diagnosis,0.001,both,False,,,0.1095890410958904,0.1289310025723069,0.3547899413388544,0.2323648713424382,,0.6487495686680469,0.6318321335122202,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.0902654770284311,0.1095890410958904,0.5502590834123686
TCGA-LUAD,mirna,primary_diagnosis,0.001,both,False,0-1,,0.1095890410958904,0.1289310025723069,0.3547899413388544,0.2323648713424382,,0.6487495686680469,0.6318321335122202,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.0902654770284311,0.1095890410958904,0.5502590834123686
TCGA-LUAD,mirna,primary_diagnosis,0.001,both,False,0.3-1,,0.1095890410958904,0.1289310025723069,0.3547899413388544,0.2323648713424382,,0.6487495686680469,0.6318321335122202,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.0902654770284311,0.1095890410958904,0.5502590834123686
TCGA-LUAD,mirna,primary_diagnosis,0.001,both,False,0.5-1,,0.1095890410958904,0.1289310025723069,0.3547899413388544,0.2323648713424382,,0.6487495686680469,0.6318321335122202,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.0902654770284311,0.1095890410958904,0.5502590834123686
TCGA-LUAD,mirna,primary_diagnosis,0.001,both,False,0.8-1,,0.1095890410958904,0.1289310025723069,0.3547899413388544,0.2323648713424382,,0.6487495686680469,0.6318321335122202,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.0902654770284311,0.1095890410958904,0.5502590834123686
TCGA-LUAD,mirna,primary_diagnosis,0.001,node,True,,,0.0890410958904109,0.0726115319865319,0.1322916666666666,0.0659359846088973,,0.5277389579020014,0.5302082713464719,0.0890410958904109,0.0890410958904109,0.0890410958904109,0.0782413172824131,0.0890410958904109,0.076984395172121
TCGA-LUAD,mirna,primary_diagnosis,0.001,node,True,0-1,,0.0616438356164383,0.0560428849902534,0.1114583333333333,0.0551876648407384,,0.5792794060559007,0.5423939675456836,0.0616438356164383,0.0616438356164383,0.0616438356164383,0.056697108066971,0.0616438356164383,0.0629915206896839
TCGA-LUAD,mirna,primary_diagnosis,0.001,node,True,0.3-1,,0.0684931506849315,0.0604093803246345,0.1166666666666666,0.0579641883405324,,0.5803045742753624,0.5417662805249863,0.0684931506849315,0.0684931506849315,0.0684931506849315,0.0623191850844509,0.0684931506849315,0.0665732526094877
TCGA-LUAD,mirna,primary_diagnosis,0.001,node,True,0.5-1,,0.0821917808219178,0.0689750810718552,0.1270833333333333,0.0641370278467052,,0.5810169729123533,0.5422089511305009,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0735836682588781,0.0821917808219178,0.0746909593573314
TCGA-LUAD,mirna,primary_diagnosis,0.001,node,True,0.8-1,,0.0890410958904109,0.0726115319865319,0.1322916666666666,0.0659359846088973,,0.5825250172532781,0.5442382519194577,0.0890410958904109,0.0890410958904109,0.0890410958904109,0.0782413172824131,0.0890410958904109,0.076984395172121
TCGA-LUAD,mirna,primary_diagnosis,0.001,node,False,,,0.0958904109589041,0.0769577269577269,0.1374999999999999,0.0692866161616161,,0.5807176285369219,0.5433741761086336,0.0958904109589041,0.0958904109589041,0.0958904109589041,0.083832198900692,0.0958904109589041,0.081342102532171
TCGA-LUAD,mirna,primary_diagnosis,0.001,node,False,0-1,,0.0958904109589041,0.0769577269577269,0.1374999999999999,0.0692866161616161,,0.5807176285369219,0.5433741761086336,0.0958904109589041,0.0958904109589041,0.0958904109589041,0.083832198900692,0.0958904109589041,0.081342102532171
TCGA-LUAD,mirna,primary_diagnosis,0.001,node,False,0.3-1,,0.0958904109589041,0.0769577269577269,0.1374999999999999,0.0692866161616161,,0.5807176285369219,0.5433741761086336,0.0958904109589041,0.0958904109589041,0.0958904109589041,0.083832198900692,0.0958904109589041,0.081342102532171
TCGA-LUAD,mirna,primary_diagnosis,0.001,node,False,0.5-1,,0.0958904109589041,0.0769577269577269,0.1374999999999999,0.0692866161616161,,0.5807176285369219,0.5433741761086336,0.0958904109589041,0.0958904109589041,0.0958904109589041,0.083832198900692,0.0958904109589041,0.081342102532171
TCGA-LUAD,mirna,primary_diagnosis,0.001,node,False,0.8-1,,0.0958904109589041,0.0769577269577269,0.1374999999999999,0.0692866161616161,,0.5807176285369219,0.5433741761086336,0.0958904109589041,0.0958904109589041,0.0958904109589041,0.083832198900692,0.0958904109589041,0.081342102532171
TCGA-LUAD,mirna,primary_diagnosis,0.0001,edge,True,,,0.0821917808219178,0.0977725846146898,0.3147839026915114,0.1975854700854701,,0.5956825288992409,0.5673270054642324,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.056448693002406,0.0821917808219178,0.4760976466455919
TCGA-LUAD,mirna,primary_diagnosis,0.0001,edge,True,0-1,,0.0821917808219178,0.0961947749632982,0.3147839026915114,0.1903344671201814,,0.6010493228088337,0.5626716522337429,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0557309619306945,0.0821917808219178,0.4682927965706829
TCGA-LUAD,mirna,primary_diagnosis,0.0001,edge,True,0.3-1,,0.0821917808219178,0.0963073831494884,0.3147839026915114,0.1958213083213083,,0.6041123188405797,0.5634449557585454,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0560171610640247,0.0821917808219178,0.4755846132558461
TCGA-LUAD,mirna,primary_diagnosis,0.0001,edge,True,0.5-1,,0.0821917808219178,0.0963073831494884,0.3147839026915114,0.1958213083213083,,0.6037012594893029,0.5630525046545926,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0560171610640247,0.0821917808219178,0.4755846132558461
TCGA-LUAD,mirna,primary_diagnosis,0.0001,edge,True,0.8-1,,0.0821917808219178,0.0977725846146898,0.3147839026915114,0.1975854700854701,,0.6039737534506557,0.5641377903486561,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.056448693002406,0.0821917808219178,0.4760976466455919
TCGA-LUAD,mirna,primary_diagnosis,0.0001,edge,False,,,0.0821917808219178,0.0977725846146898,0.3147839026915114,0.1975854700854701,,0.6061834670462388,0.5647939042554849,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.056448693002406,0.0821917808219178,0.4760976466455919
TCGA-LUAD,mirna,primary_diagnosis,0.0001,edge,False,0-1,,0.0821917808219178,0.0977725846146898,0.3147839026915114,0.1975854700854701,,0.6061834670462388,0.5647939042554849,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.056448693002406,0.0821917808219178,0.4760976466455919
TCGA-LUAD,mirna,primary_diagnosis,0.0001,edge,False,0.3-1,,0.0821917808219178,0.0977725846146898,0.3147839026915114,0.1975854700854701,,0.6061834670462388,0.5647939042554849,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.056448693002406,0.0821917808219178,0.4760976466455919
TCGA-LUAD,mirna,primary_diagnosis,0.0001,edge,False,0.5-1,,0.0821917808219178,0.0977725846146898,0.3147839026915114,0.1975854700854701,,0.6061834670462388,0.5647939042554849,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.056448693002406,0.0821917808219178,0.4760976466455919
TCGA-LUAD,mirna,primary_diagnosis,0.0001,edge,False,0.8-1,,0.0821917808219178,0.0977725846146898,0.3147839026915114,0.1975854700854701,,0.6061834670462388,0.5647939042554849,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.056448693002406,0.0821917808219178,0.4760976466455919
TCGA-LUAD,mirna,primary_diagnosis,0.0001,both,True,,,0.0821917808219178,0.0977725846146898,0.3147839026915114,0.1975854700854701,,0.6209490381297447,0.5915691981006637,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.056448693002406,0.0821917808219178,0.4760976466455919
TCGA-LUAD,mirna,primary_diagnosis,0.0001,both,True,0-1,,0.0821917808219178,0.0961947749632982,0.3147839026915114,0.1903344671201814,,0.6206262939958592,0.5918931306928659,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0557309619306945,0.0821917808219178,0.4682927965706829
TCGA-LUAD,mirna,primary_diagnosis,0.0001,both,True,0.3-1,,0.0821917808219178,0.0963073831494884,0.3147839026915114,0.1958213083213083,,0.6222134877501727,0.5918131570688274,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0560171610640247,0.0821917808219178,0.4755846132558461
TCGA-LUAD,mirna,primary_diagnosis,0.0001,both,True,0.5-1,,0.0821917808219178,0.0963073831494884,0.3147839026915114,0.1958213083213083,,0.6208818581780539,0.5914467001655689,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0560171610640247,0.0821917808219178,0.4755846132558461
TCGA-LUAD,mirna,primary_diagnosis,0.0001,both,True,0.8-1,,0.0821917808219178,0.0977725846146898,0.3147839026915114,0.1975854700854701,,0.6209490381297447,0.5915691981006637,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.056448693002406,0.0821917808219178,0.4760976466455919
TCGA-LUAD,mirna,primary_diagnosis,0.0001,both,False,,,0.0821917808219178,0.0977725846146898,0.3147839026915114,0.1975854700854701,,0.6209879658385093,0.591690757881176,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.056448693002406,0.0821917808219178,0.4760976466455919
TCGA-LUAD,mirna,primary_diagnosis,0.0001,both,False,0-1,,0.0821917808219178,0.0977725846146898,0.3147839026915114,0.1975854700854701,,0.6209879658385093,0.591690757881176,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.056448693002406,0.0821917808219178,0.4760976466455919
TCGA-LUAD,mirna,primary_diagnosis,0.0001,both,False,0.3-1,,0.0821917808219178,0.0977725846146898,0.3147839026915114,0.1975854700854701,,0.6209879658385093,0.591690757881176,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.056448693002406,0.0821917808219178,0.4760976466455919
TCGA-LUAD,mirna,primary_diagnosis,0.0001,both,False,0.5-1,,0.0821917808219178,0.0977725846146898,0.3147839026915114,0.1975854700854701,,0.6209879658385093,0.591690757881176,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.056448693002406,0.0821917808219178,0.4760976466455919
TCGA-LUAD,mirna,primary_diagnosis,0.0001,both,False,0.8-1,,0.0821917808219178,0.0977725846146898,0.3147839026915114,0.1975854700854701,,0.6209879658385093,0.591690757881176,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.056448693002406,0.0821917808219178,0.4760976466455919
TCGA-LUAD,mirna,primary_diagnosis,0.0001,node,True,,,0.0890410958904109,0.0726115319865319,0.1322916666666666,0.0659359846088973,,0.5277389579020014,0.5302082713464719,0.0890410958904109,0.0890410958904109,0.0890410958904109,0.0782413172824131,0.0890410958904109,0.076984395172121
TCGA-LUAD,mirna,primary_diagnosis,0.0001,node,True,0-1,,0.0616438356164383,0.0560428849902534,0.1114583333333333,0.0551876648407384,,0.5792794060559007,0.5423939675456836,0.0616438356164383,0.0616438356164383,0.0616438356164383,0.056697108066971,0.0616438356164383,0.0629915206896839
TCGA-LUAD,mirna,primary_diagnosis,0.0001,node,True,0.3-1,,0.0684931506849315,0.0604093803246345,0.1166666666666666,0.0579641883405324,,0.5803045742753624,0.5417662805249863,0.0684931506849315,0.0684931506849315,0.0684931506849315,0.0623191850844509,0.0684931506849315,0.0665732526094877
TCGA-LUAD,mirna,primary_diagnosis,0.0001,node,True,0.5-1,,0.0821917808219178,0.0689750810718552,0.1270833333333333,0.0641370278467052,,0.5810169729123533,0.5422089511305009,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0735836682588781,0.0821917808219178,0.0746909593573314
TCGA-LUAD,mirna,primary_diagnosis,0.0001,node,True,0.8-1,,0.0890410958904109,0.0726115319865319,0.1322916666666666,0.0659359846088973,,0.5825250172532781,0.5442382519194577,0.0890410958904109,0.0890410958904109,0.0890410958904109,0.0782413172824131,0.0890410958904109,0.076984395172121
TCGA-LUAD,mirna,primary_diagnosis,0.0001,node,False,,,0.0958904109589041,0.0769577269577269,0.1374999999999999,0.0692866161616161,,0.5807176285369219,0.5433741761086336,0.0958904109589041,0.0958904109589041,0.0958904109589041,0.083832198900692,0.0958904109589041,0.081342102532171
TCGA-LUAD,mirna,primary_diagnosis,0.0001,node,False,0-1,,0.0958904109589041,0.0769577269577269,0.1374999999999999,0.0692866161616161,,0.5807176285369219,0.5433741761086336,0.0958904109589041,0.0958904109589041,0.0958904109589041,0.083832198900692,0.0958904109589041,0.081342102532171
TCGA-LUAD,mirna,primary_diagnosis,0.0001,node,False,0.3-1,,0.0958904109589041,0.0769577269577269,0.1374999999999999,0.0692866161616161,,0.5807176285369219,0.5433741761086336,0.0958904109589041,0.0958904109589041,0.0958904109589041,0.083832198900692,0.0958904109589041,0.081342102532171
TCGA-LUAD,mirna,primary_diagnosis,0.0001,node,False,0.5-1,,0.0958904109589041,0.0769577269577269,0.1374999999999999,0.0692866161616161,,0.5807176285369219,0.5433741761086336,0.0958904109589041,0.0958904109589041,0.0958904109589041,0.083832198900692,0.0958904109589041,0.081342102532171
TCGA-LUAD,mirna,primary_diagnosis,0.0001,node,False,0.8-1,,0.0958904109589041,0.0769577269577269,0.1374999999999999,0.0692866161616161,,0.5807176285369219,0.5433741761086336,0.0958904109589041,0.0958904109589041,0.0958904109589041,0.083832198900692,0.0958904109589041,0.081342102532171
TCGA-LGG,protein,primary_diagnosis,0.01,edge,True,,,0.4186046511627907,0.4269010378944318,0.4369934640522876,0.5309152872444011,,0.6855642701525054,0.6957578051330583,0.4186046511627907,0.4186046511627907,0.4186046511627907,0.4339192013407713,0.4186046511627907,0.5620117298068431
TCGA-LGG,protein,primary_diagnosis,0.01,edge,True,0-1,,0.4418604651162791,0.4500984884260146,0.4442701525054466,0.5044191919191919,,0.709735294117647,0.7209296109195522,0.4418604651162791,0.4418604651162791,0.4418604651162791,0.4639874886208247,0.4418604651162791,0.5332100070472163
TCGA-LGG,protein,primary_diagnosis,0.01,edge,True,0.3-1,,0.4186046511627907,0.4269010378944318,0.4369934640522876,0.5309152872444011,,0.7108605664488016,0.7210219807813569,0.4186046511627907,0.4186046511627907,0.4186046511627907,0.4339192013407713,0.4186046511627907,0.5620117298068431
TCGA-LGG,protein,primary_diagnosis,0.01,edge,True,0.5-1,,0.4186046511627907,0.4241298154341632,0.4432679738562091,0.5431270536692224,,0.7098169934640522,0.7195252692830779,0.4186046511627907,0.4186046511627907,0.4186046511627907,0.4275578370623871,0.4186046511627907,0.5729482411676303
TCGA-LGG,protein,primary_diagnosis,0.01,edge,True,0.8-1,,0.3875968992248062,0.3894083302495785,0.415119825708061,0.518425635667015,,0.7087777777777777,0.7181151874473973,0.3875968992248062,0.3875968992248062,0.3875968992248062,0.3906070263711235,0.3875968992248062,0.547127246806477
TCGA-LGG,protein,primary_diagnosis,0.01,edge,False,,,0.3720930232558139,0.3686151062867481,0.4041830065359477,0.5136823960353372,,0.7062592592592593,0.7155364383767671,0.3720930232558139,0.3720930232558139,0.3720930232558139,0.3668998769366697,0.3720930232558139,0.5424452428556396
TCGA-LGG,protein,primary_diagnosis,0.01,edge,False,0-1,,0.3720930232558139,0.3686151062867481,0.4041830065359477,0.5136823960353372,,0.7062592592592593,0.7155364383767671,0.3720930232558139,0.3720930232558139,0.3720930232558139,0.3668998769366697,0.3720930232558139,0.5424452428556396
TCGA-LGG,protein,primary_diagnosis,0.01,edge,False,0.3-1,,0.3720930232558139,0.3686151062867481,0.4041830065359477,0.5136823960353372,,0.7062592592592593,0.7155364383767671,0.3720930232558139,0.3720930232558139,0.3720930232558139,0.3668998769366697,0.3720930232558139,0.5424452428556396
TCGA-LGG,protein,primary_diagnosis,0.01,edge,False,0.5-1,,0.3720930232558139,0.3686151062867481,0.4041830065359477,0.5136823960353372,,0.7062592592592593,0.7155364383767671,0.3720930232558139,0.3720930232558139,0.3720930232558139,0.3668998769366697,0.3720930232558139,0.5424452428556396
TCGA-LGG,protein,primary_diagnosis,0.01,edge,False,0.8-1,,0.3720930232558139,0.3686151062867481,0.4041830065359477,0.5136823960353372,,0.7062592592592593,0.7155364383767671,0.3720930232558139,0.3720930232558139,0.3720930232558139,0.3668998769366697,0.3720930232558139,0.5424452428556396
TCGA-LGG,protein,primary_diagnosis,0.01,both,True,,,0.3875968992248062,0.3894083302495785,0.415119825708061,0.518425635667015,,0.7098039215686275,0.7191621949443533,0.3875968992248062,0.3875968992248062,0.3875968992248062,0.3906070263711235,0.3875968992248062,0.547127246806477
TCGA-LGG,protein,primary_diagnosis,0.01,both,True,0-1,,0.4418604651162791,0.4500984884260146,0.4442701525054466,0.5044191919191919,,0.7103943355119826,0.7214633796371462,0.4418604651162791,0.4418604651162791,0.4418604651162791,0.4639874886208247,0.4418604651162791,0.5332100070472163
TCGA-LGG,protein,primary_diagnosis,0.01,both,True,0.3-1,,0.4186046511627907,0.4269010378944318,0.4369934640522876,0.5309152872444011,,0.7113202614379084,0.7214422027601478,0.4186046511627907,0.4186046511627907,0.4186046511627907,0.4339192013407713,0.4186046511627907,0.5620117298068431
TCGA-LGG,protein,primary_diagnosis,0.01,both,True,0.5-1,,0.4186046511627907,0.4241298154341632,0.4432679738562091,0.5431270536692224,,0.7097374727668845,0.7194220701086712,0.4186046511627907,0.4186046511627907,0.4186046511627907,0.4275578370623871,0.4186046511627907,0.5729482411676303
TCGA-LGG,protein,primary_diagnosis,0.01,both,True,0.8-1,,0.3875968992248062,0.3894083302495785,0.415119825708061,0.518425635667015,,0.7098039215686275,0.7191621949443533,0.3875968992248062,0.3875968992248062,0.3875968992248062,0.3906070263711235,0.3875968992248062,0.547127246806477
TCGA-LGG,protein,primary_diagnosis,0.01,both,False,,,0.3720930232558139,0.3686151062867481,0.4041830065359477,0.5136823960353372,,0.7064901960784313,0.7157740715651127,0.3720930232558139,0.3720930232558139,0.3720930232558139,0.3668998769366697,0.3720930232558139,0.5424452428556396
TCGA-LGG,protein,primary_diagnosis,0.01,both,False,0-1,,0.3720930232558139,0.3686151062867481,0.4041830065359477,0.5136823960353372,,0.7064901960784313,0.7157740715651127,0.3720930232558139,0.3720930232558139,0.3720930232558139,0.3668998769366697,0.3720930232558139,0.5424452428556396
TCGA-LGG,protein,primary_diagnosis,0.01,both,False,0.3-1,,0.3720930232558139,0.3686151062867481,0.4041830065359477,0.5136823960353372,,0.7064901960784313,0.7157740715651127,0.3720930232558139,0.3720930232558139,0.3720930232558139,0.3668998769366697,0.3720930232558139,0.5424452428556396
TCGA-LGG,protein,primary_diagnosis,0.01,both,False,0.5-1,,0.3720930232558139,0.3686151062867481,0.4041830065359477,0.5136823960353372,,0.7064901960784313,0.7157740715651127,0.3720930232558139,0.3720930232558139,0.3720930232558139,0.3668998769366697,0.3720930232558139,0.5424452428556396
TCGA-LGG,protein,primary_diagnosis,0.01,both,False,0.8-1,,0.3720930232558139,0.3686151062867481,0.4041830065359477,0.5136823960353372,,0.7064901960784313,0.7157740715651127,0.3720930232558139,0.3720930232558139,0.3720930232558139,0.3668998769366697,0.3720930232558139,0.5424452428556396
TCGA-LGG,protein,primary_diagnosis,0.01,node,True,,,0.2790697674418604,0.1879108545775212,0.343355119825708,0.237037037037037,,0.6595228758169934,0.6670006284153062,0.2790697674418604,0.2790697674418604,0.2790697674418604,0.1612134635390449,0.2790697674418604,0.2253229974160206
TCGA-LGG,protein,primary_diagnosis,0.01,node,True,0-1,,0.2945736434108527,0.2269040949713218,0.352636165577342,0.5773844641101279,,0.7054782135076252,0.714009385381216,0.2945736434108527,0.2945736434108527,0.2945736434108527,0.204173142125067,0.2945736434108527,0.6203608424229952
TCGA-LGG,protein,primary_diagnosis,0.01,node,True,0.3-1,,0.2790697674418604,0.1954887218045112,0.340958605664488,0.239085772984078,,0.6951840958605665,0.703460330661739,0.2790697674418604,0.2790697674418604,0.2790697674418604,0.1697994987468671,0.2790697674418604,0.2278042546075656
